Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
8296,107,false,0,8,0,0,0,0,0,0,40,6A
8296,20A,false,0,8,0,0,40,40,36,0,0,0
8297,108,false,0,8,0,0,0,0,0,0,40,43
8297,20B,false,0,8,0,0,40,3B,37,0,0,0
8298,109,false,0,8,0,0,0,0,0,0,40,26
8299,10A,false,0,8,0,0,0,0,0,0,40,89
8300,10B,false,0,8,0,0,0,0,0,0,40,EC
8304,220,false,0,8,0,0,0,0,0,0,0,0
8305,221,false,0,8,0,0,0,0,0,0,0,0
8306,222,false,0,8,0,0,0,0,0,0,0,0
8307,223,false,0,8,0,0,0,0,0,0,0,0
8308,224,false,0,8,0,0,0,0,0,0,0,0
8309,225,false,0,8,0,0,0,0,0,0,0,0
8310,226,false,0,8,0,0,0,0,0,0,0,0
8311,227,false,0,8,0,0,0,0,0,0,0,0
8312,228,false,0,8,0,0,0,0,0,0,0,0
8313,80,false,0,8,C7,10,0,0,60,1,B0,65
8313,83,false,0,8,C7,10,0,0,60,1,B0,CA
8313,86,false,0,8,C7,10,0,0,60,1,B0,26
8313,89,false,0,8,C7,10,0,0,60,1,B0,F
8314,87,false,0,8,C7,10,0,0,60,1,B0,43
8314,8A,false,0,8,C7,10,0,0,60,1,B0,A0
8314,88,false,0,8,C7,10,0,0,60,1,B0,6A
8314,8B,false,0,8,C7,10,0,0,60,1,B0,C5
8315,84,false,0,8,C7,10,0,0,60,1,B0,EC
8315,81,false,0,8,C7,10,0,0,60,1,B0,0
8315,85,false,0,8,C7,10,0,0,60,1,B0,89
8315,82,false,0,8,C7,10,0,0,60,1,B0,AF
8315,110,false,0,8,11,0,33,0,0,0,0,0
8316,120,false,0,8,C5,E,C5,E,C5,E,90,10
8316,130,false,0,8,C5,E,C3,E,C4,E,90,E0
8316,140,false,0,8,C5,E,C5,E,0,40,90,78
8316,111,false,0,8,11,0,33,0,0,0,0,0
8317,150,false,0,8,0,40,0,40,0,40,90,FC
8317,160,false,0,8,0,40,0,40,0,40,90,DE
8317,112,false,0,8,11,0,33,0,0,0,0,0
8317,170,false,0,8,0,40,0,0,0,0,90,BE
8318,180,false,0,8,34,35,34,5F,0,40,80,E0
8318,1E0,false,0,8,14,3B,0,0,0,0,90,2C
8318,113,false,0,8,11,0,33,0,0,0,0,0
8318,181,false,0,8,34,34,34,5F,0,40,80,C3
8319,229,false,0,8,0,0,0,0,0,0,0,0
8319,114,false,0,8,11,0,33,0,0,0,0,0
8319,121,false,0,8,C2,E,C1,E,C0,E,90,C7
8319,131,false,0,8,BF,E,BF,E,C1,E,90,1E
8320,141,false,0,8,C0,E,C0,E,0,40,90,F6
8320,151,false,0,8,0,40,0,40,0,40,90,99
8320,161,false,0,8,0,40,0,40,0,40,90,BB
8320,115,false,0,8,11,0,33,0,0,0,0,0
8321,171,false,0,8,0,40,0,0,0,0,90,DB
8321,182,false,0,8,34,34,34,5F,0,40,80,6C
8321,1E1,false,0,8,F,3B,0,0,0,0,90,C5
8321,116,false,0,8,11,0,33,0,0,0,0,0
8322,22A,false,0,8,0,0,0,0,0,0,0,0
8322,117,false,0,8,11,0,33,0,0,0,0,0
8322,122,false,0,8,C2,E,C1,E,C1,E,90,E7
8322,132,false,0,8,C1,E,C2,E,C1,E,90,A0
8323,142,false,0,8,C1,E,C1,E,0,40,90,6E
8323,152,false,0,8,0,40,0,40,0,40,90,36
8323,162,false,0,8,0,40,0,40,0,40,90,14
8323,118,false,0,8,11,0,33,0,0,0,0,0
8324,172,false,0,8,0,40,0,0,0,0,90,74
8324,183,false,0,8,33,33,33,5F,0,40,80,43
8324,1E2,false,0,8,1E,3B,0,0,0,0,90,8E
8324,119,false,0,8,11,0,33,0,0,0,0,0
8325,A0,false,0,8,37,3,0,0,0,0,FF,FF
8325,22B,false,0,8,0,0,0,0,0,0,0,0
8325,11A,false,0,8,11,0,33,0,0,0,0,0
8325,123,false,0,8,BF,E,C0,E,BF,E,90,47
8326,133,false,0,8,BF,E,C0,E,BE,E,90,D6
8326,143,false,0,8,C0,E,C1,E,0,40,90,56
8326,153,false,0,8,0,40,0,40,0,40,90,53
8326,11B,false,0,8,11,0,33,0,0,0,0,0
8326,163,false,0,8,0,40,0,40,0,40,90,71
8327,173,false,0,8,0,40,0,0,0,0,90,11
8327,184,false,0,8,33,33,33,5F,0,40,80,65
8327,193,false,0,8,38,38,34,33,33,38,37,30
8327,1A3,false,0,8,31,0,5,5,7A,0,45,72
8328,1E3,false,0,8,F,3B,0,0,0,0,90,F
8328,185,false,0,8,34,34,34,5F,0,40,80,4A
8329,124,false,0,8,C1,E,C0,E,C1,E,90,29
8329,134,false,0,8,C1,E,C2,E,C1,E,90,E3
8329,144,false,0,8,C1,E,C1,E,0,40,90,2D
8330,154,false,0,8,0,40,0,40,0,40,90,75
8330,164,false,0,8,0,40,0,40,0,40,90,57
8330,174,false,0,8,0,40,0,0,0,0,90,37
8330,186,false,0,8,34,34,34,5F,0,40,80,E5
8331,1E4,false,0,8,11,3B,0,0,0,0,90,91
8331,125,false,0,8,C1,E,C1,E,C1,E,90,26
8331,135,false,0,8,C0,E,C2,E,C1,E,90,DB
8331,145,false,0,8,C2,E,C1,E,0,40,90,AF
8332,155,false,0,8,0,40,0,40,0,40,90,10
8332,165,false,0,8,0,40,0,40,0,40,90,32
8332,175,false,0,8,0,40,0,0,0,0,90,52
8332,187,false,0,8,34,34,34,5F,0,40,80,80
8333,1E5,false,0,8,1C,3B,0,0,0,0,90,12
8333,188,false,0,8,34,34,34,5F,0,40,80,A9
8334,126,false,0,8,C3,E,C2,E,C2,E,90,1
8334,136,false,0,8,C1,E,C2,E,C2,E,90,A5
8334,146,false,0,8,C3,E,C3,E,0,40,90,89
8335,156,false,0,8,0,40,0,40,0,40,90,BF
8335,166,false,0,8,0,40,0,40,0,40,90,9D
8335,176,false,0,8,0,40,0,0,0,0,90,FD
8335,189,false,0,8,33,34,34,5F,0,40,80,42
8335,1E6,false,0,8,10,3B,0,0,0,0,90,6
8336,127,false,0,8,C1,E,C3,E,C1,E,90,38
8336,137,false,0,8,C3,E,C2,E,C2,E,90,7A
8336,147,false,0,8,C3,E,C3,E,0,40,90,EC
8337,157,false,0,8,0,40,0,40,0,40,90,DA
8337,167,false,0,8,0,40,0,40,0,40,90,F8
8337,177,false,0,8,0,40,0,0,0,0,90,98
8337,18A,false,0,8,33,33,33,5F,0,40,80,29
8338,1E7,false,0,8,1A,3B,0,0,0,0,90,B
8338,128,false,0,8,C2,E,C2,E,C2,E,90,10
8338,138,false,0,8,C3,E,C2,E,C1,E,90,DF
8338,148,false,0,8,C2,E,C2,E,0,40,90,F2
8339,158,false,0,8,0,40,0,40,0,40,90,F3
8339,168,false,0,8,0,40,0,40,0,40,90,D1
8339,178,false,0,8,0,40,0,0,0,0,90,B1
8339,18B,false,0,8,34,34,34,5F,0,40,80,6
8340,100,false,0,8,0,0,0,0,0,0,50,81
8340,1E8,false,0,8,C,3B,0,0,0,0,90,48
8340,101,false,0,8,0,0,0,0,0,0,50,E4
8341,129,false,0,8,C1,E,C1,E,C1,E,90,A0
8341,139,false,0,8,C0,E,C2,E,C3,E,90,5E
8341,102,false,0,8,0,0,0,0,0,0,50,4B
8342,149,false,0,8,C1,E,C3,E,0,40,90,1A
8342,159,false,0,8,0,40,0,40,0,40,90,96
8342,169,false,0,8,0,40,0,40,0,40,90,B4
8342,103,false,0,8,0,0,0,0,0,0,50,2E
8343,179,false,0,8,0,40,0,0,0,0,90,D4
8343,1E9,false,0,8,11,3B,0,0,0,0,90,72
8343,12A,false,0,8,C3,E,C2,E,C2,E,90,87
8343,13A,false,0,8,C2,E,C2,E,C1,E,90,48
8344,104,false,0,8,0,0,0,0,0,0,50,8
8344,14A,false,0,8,C2,E,C2,E,0,40,90,38
8344,15A,false,0,8,0,40,0,40,0,40,90,39
8344,105,false,0,8,0,0,0,0,0,0,50,6D
8345,16A,false,0,8,0,40,0,40,0,40,90,1B
8345,17A,false,0,8,0,40,0,0,0,0,90,7B
8345,1EA,false,0,8,1A,3B,0,0,0,0,90,E8
8345,106,false,0,8,0,0,0,0,0,0,50,C2
8346,12B,false,0,8,C2,E,C2,E,C2,E,90,BF
8346,13B,false,0,8,C3,E,C2,E,C2,E,90,FC
8346,107,false,0,8,0,0,0,0,0,0,50,A7
8347,14B,false,0,8,C2,E,C3,E,0,40,90,37
8347,15B,false,0,8,0,40,0,40,0,40,90,5C
8347,16B,false,0,8,0,40,0,40,0,40,90,7E
8347,108,false,0,8,0,0,0,0,0,0,50,8E
8348,17B,false,0,8,0,40,0,0,0,0,90,1E
8348,1EB,false,0,8,1A,3B,0,0,0,0,90,8D
8348,109,false,0,8,0,0,0,0,0,0,50,EB
8349,10A,false,0,8,0,0,0,0,0,0,50,44
8350,10B,false,0,8,0,0,0,0,0,0,50,21
8354,220,false,0,8,0,0,0,0,0,0,0,0
8355,221,false,0,8,0,0,0,0,0,0,0,0
8356,222,false,0,8,0,0,0,0,0,0,0,0
8357,223,false,0,8,0,0,0,0,0,0,0,0
8358,224,false,0,8,0,0,0,0,0,0,0,0
8359,225,false,0,8,0,0,0,0,0,0,0,0
8360,226,false,0,8,0,0,0,0,0,0,0,0
8361,227,false,0,8,0,0,0,0,0,0,0,0
8362,228,false,0,8,0,0,0,0,0,0,0,0
8363,229,false,0,8,0,0,0,0,0,0,0,0
8364,22A,false,0,8,0,0,0,0,0,0,0,0
8365,22B,false,0,8,0,0,0,0,0,0,0,0
8386,200,false,0,8,0,0,40,51,3C,0,C,0
8387,201,false,0,8,0,0,40,3D,36,0,0,0
8388,202,false,0,8,0,0,40,3E,37,0,0,0
8389,100,false,0,8,0,0,0,0,0,0,60,CB
8389,203,false,0,8,0,0,40,38,36,0,0,0
8390,101,false,0,8,0,0,0,0,0,0,60,AE
8390,204,false,0,8,0,0,40,35,36,0,0,0
8391,102,false,0,8,0,0,0,0,0,0,60,1
8391,205,false,0,8,0,0,40,40,36,0,0,0
8392,103,false,0,8,0,0,0,0,0,0,60,64
8392,206,false,0,8,0,0,40,3F,36,0,0,0
8393,104,false,0,8,0,0,0,0,0,0,60,42
8394,207,false,0,8,0,0,40,35,37,0,0,0
8394,105,false,0,8,0,0,0,0,0,0,60,27
8394,208,false,0,8,0,0,40,34,36,0,0,0
8395,106,false,0,8,0,0,0,0,0,0,60,88
8395,209,false,0,8,0,0,40,3F,37,0,0,0
8396,107,false,0,8,0,0,0,0,0,0,60,ED
8396,20A,false,0,8,0,0,40,40,36,0,0,0
8397,108,false,0,8,0,0,0,0,0,0,60,C4
8397,20B,false,0,8,0,0,40,3B,37,0,0,0
8398,109,false,0,8,0,0,0,0,0,0,60,A1
8399,10A,false,0,8,0,0,0,0,0,0,60,E
8400,10B,false,0,8,0,0,0,0,0,0,60,6B
8404,220,false,0,8,0,0,0,0,0,0,0,0
8405,221,false,0,8,0,0,0,0,0,0,0,0
8406,222,false,0,8,0,0,0,0,0,0,0,0
8407,223,false,0,8,0,0,0,0,0,0,0,0
8408,224,false,0,8,0,0,0,0,0,0,0,0
8409,225,false,0,8,0,0,0,0,0,0,0,0
8410,226,false,0,8,0,0,0,0,0,0,0,0
8411,227,false,0,8,0,0,0,0,0,0,0,0
8412,228,false,0,8,0,0,0,0,0,0,0,0
8413,80,false,0,8,C7,10,0,0,60,1,C0,3C
8413,83,false,0,8,C7,10,0,0,60,1,C0,93
8413,86,false,0,8,C7,10,0,0,60,1,C0,7F
8413,89,false,0,8,C7,10,0,0,60,1,C0,56
8414,87,false,0,8,C7,10,0,0,60,1,C0,1A
8414,8A,false,0,8,C7,10,0,0,60,1,C0,F9
8414,88,false,0,8,C7,10,0,0,60,1,C0,33
8414,8B,false,0,8,C7,10,0,0,60,1,C0,9C
8415,84,false,0,8,C7,10,0,0,60,1,C0,B5
8415,81,false,0,8,C7,10,0,0,60,1,C0,59
8415,85,false,0,8,C7,10,0,0,60,1,C0,D0
8415,82,false,0,8,C7,10,0,0,60,1,C0,F6
8415,110,false,0,8,11,0,33,0,0,0,0,0
8416,120,false,0,8,C5,E,C5,E,C5,E,A0,5A
8416,130,false,0,8,C5,E,C3,E,C4,E,A0,AA
8416,140,false,0,8,C4,E,C5,E,0,40,A0,6F
8416,150,false,0,8,0,40,0,40,0,40,A0,B6
8417,111,false,0,8,11,0,33,0,0,0,0,0
8417,160,false,0,8,0,40,0,40,0,40,A0,94
8417,170,false,0,8,0,40,0,0,0,0,A0,F4
8417,180,false,0,8,34,35,34,5F,0,40,90,2D
8418,112,false,0,8,11,0,33,0,0,0,0,0
8418,1E0,false,0,8,14,3B,0,0,0,0,A0,66
8418,229,false,0,8,0,0,0,0,0,0,0,0
8418,113,false,0,8,11,0,33,0,0,0,0,0
8419,121,false,0,8,C2,E,C1,E,C0,E,A0,8D
8419,131,false,0,8,BF,E,BF,E,C1,E,A0,54
8419,141,false,0,8,C0,E,BF,E,0,40,A0,70
8419,151,false,0,8,0,40,0,40,0,40,A0,D3
8420,114,false,0,8,11,0,33,0,0,0,0,0
8420,161,false,0,8,0,40,0,40,0,40,A0,F1
8420,171,false,0,8,0,40,0,0,0,0,A0,91
8420,181,false,0,8,34,34,34,5F,0,40,90,E
8421,115,false,0,8,11,0,33,0,0,0,0,0
8421,1E1,false,0,8,F,3B,0,0,0,0,A0,8F
8421,22A,false,0,8,0,0,0,0,0,0,0,0
8421,116,false,0,8,11,0,33,0,0,0,0,0
8421,122,false,0,8,C2,E,C1,E,C1,E,A0,AD
8422,132,false,0,8,C1,E,C2,E,C1,E,A0,EA
8422,142,false,0,8,C1,E,C1,E,0,40,A0,24
8422,152,false,0,8,0,40,0,40,0,40,A0,7C
8422,117,false,0,8,11,0,33,0,0,0,0,0
8423,162,false,0,8,0,40,0,40,0,40,A0,5E
8423,172,false,0,8,0,40,0,0,0,0,A0,3E
8423,182,false,0,8,34,34,34,5F,0,40,90,A1
8423,118,false,0,8,11,0,33,0,0,0,0,0
8424,1E2,false,0,8,1E,3B,0,0,0,0,A0,C4
8424,22B,false,0,8,0,0,0,0,0,0,0,0
8424,119,false,0,8,11,0,33,0,0,0,0,0
8424,123,false,0,8,BF,E,C0,E,BF,E,A0,D
8425,133,false,0,8,BF,E,C0,E,BE,E,A0,9C
8425,143,false,0,8,C0,E,C1,E,0,40,A0,1C
8425,153,false,0,8,0,40,0,40,0,40,A0,19
8425,163,false,0,8,0,40,0,40,0,40,A0,3B
8426,11A,false,0,8,11,0,33,0,0,0,0,0
8426,173,false,0,8,0,40,0,0,0,0,A0,5B
8426,183,false,0,8,33,33,33,5F,0,40,90,8E
8426,1E3,false,0,8,F,3B,0,0,0,0,A0,45
8427,11B,false,0,8,11,0,33,0,0,0,0,0
8427,124,false,0,8,C1,E,C1,E,C1,E,A0,9
8427,134,false,0,8,C1,E,C2,E,C1,E,A0,A9
8428,144,false,0,8,C1,E,C1,E,0,40,A0,67
8428,154,false,0,8,0,40,0,40,0,40,A0,3F
8428,164,false,0,8,0,40,0,40,0,40,A0,1D
8428,174,false,0,8,0,40,0,0,0,0,A0,7D
8429,184,false,0,8,33,33,33,5F,0,40,90,A8
8429,1E4,false,0,8,11,3B,0,0,0,0,A0,DB
8429,125,false,0,8,C1,E,C1,E,C2,E,A0,E0
8429,135,false,0,8,C0,E,C2,E,C1,E,A0,91
8430,145,false,0,8,C1,E,C0,E,0,40,A0,68
8430,155,false,0,8,0,40,0,40,0,40,A0,5A
8430,165,false,0,8,0,40,0,40,0,40,A0,78
8430,175,false,0,8,0,40,0,0,0,0,A0,18
8431,185,false,0,8,34,34,34,5F,0,40,90,87
8431,1E5,false,0,8,13,3B,0,0,0,0,A0,4
8431,126,false,0,8,C3,E,C2,E,C2,E,A0,4B
8432,136,false,0,8,C1,E,C2,E,C2,E,A0,EF
8432,146,false,0,8,C3,E,C3,E,0,40,A0,C3
8432,156,false,0,8,0,40,0,40,0,40,A0,F5
8432,166,false,0,8,0,40,0,40,0,40,A0,D7
8433,176,false,0,8,0,40,0,0,0,0,A0,B7
8433,186,false,0,8,34,34,34,5F,0,40,90,28
8433,1E6,false,0,8,10,3B,0,0,0,0,A0,4C
8433,187,false,0,8,34,34,34,5F,0,40,90,4D
8434,127,false,0,8,C1,E,C3,E,C1,E,A0,72
8434,137,false,0,8,C3,E,C2,E,C2,E,A0,30
8435,147,false,0,8,C3,E,C3,E,0,40,A0,A6
8435,157,false,0,8,0,40,0,40,0,40,A0,90
8435,167,false,0,8,0,40,0,40,0,40,A0,B2
8435,177,false,0,8,0,40,0,0,0,0,A0,D2
8436,188,false,0,8,34,34,34,5F,0,40,90,64
8436,1E7,false,0,8,1A,3B,0,0,0,0,A0,41
8436,128,false,0,8,C2,E,C2,E,C2,E,A0,5A
8436,138,false,0,8,C3,E,C2,E,C1,E,A0,95
8437,148,false,0,8,C2,E,C2,E,0,40,A0,B8
8437,158,false,0,8,0,40,0,40,0,40,A0,B9
8437,168,false,0,8,0,40,0,40,0,40,A0,9B
8437,178,false,0,8,0,40,0,0,0,0,A0,FB
8438,189,false,0,8,33,34,34,5F,0,40,90,8F
8438,1E8,false,0,8,16,3B,0,0,0,0,A0,D3
8438,129,false,0,8,C1,E,C1,E,C1,E,A0,EA
8438,139,false,0,8,C0,E,C2,E,C3,E,A0,14
8439,149,false,0,8,C0,E,C3,E,0,40,A0,D
8439,159,false,0,8,0,40,0,40,0,40,A0,DC
8439,169,false,0,8,0,40,0,40,0,40,A0,FE
8439,179,false,0,8,0,40,0,0,0,0,A0,9E
8440,18A,false,0,8,33,33,33,5F,0,40,90,E4
8440,100,false,0,8,0,0,0,0,0,0,70,6
8440,1E9,false,0,8,11,3B,0,0,0,0,A0,38
8440,101,false,0,8,0,0,0,0,0,0,70,63
8441,18B,false,0,8,34,34,34,5F,0,40,90,CB
8441,12A,false,0,8,C2,E,C2,E,C2,E,A0,90
8441,13A,false,0,8,C2,E,C3,E,C1,E,A0,68
8442,102,false,0,8,0,0,0,0,0,0,70,CC
8442,14A,false,0,8,C2,E,C2,E,0,40,A0,72
8442,15A,false,0,8,0,40,0,40,0,40,A0,73
8442,16A,false,0,8,0,40,0,40,0,40,A0,51
8443,103,false,0,8,0,0,0,0,0,0,70,A9
8443,17A,false,0,8,0,40,0,0,0,0,A0,31
8443,1EA,false,0,8,1A,3B,0,0,0,0,A0,A2
8443,104,false,0,8,0,0,0,0,0,0,70,8F
8444,12B,false,0,8,C2,E,C2,E,C2,E,A0,F5
8444,13B,false,0,8,C3,E,C2,E,C2,E,A0,B6
8445,105,false,0,8,0,0,0,0,0,0,70,EA
8445,14B,false,0,8,C2,E,C3,E,0,40,A0,7D
8445,15B,false,0,8,0,40,0,40,0,40,A0,16
8445,16B,false,0,8,0,40,0,40,0,40,A0,34
8446,106,false,0,8,0,0,0,0,0,0,70,45
8446,17B,false,0,8,0,40,0,0,0,0,A0,54
8446,1EB,false,0,8,1A,3B,0,0,0,0,A0,C7
8446,107,false,0,8,0,0,0,0,0,0,70,20
8448,108,false,0,8,0,0,0,0,0,0,70,9
8448,109,false,0,8,0,0,0,0,0,0,70,6C
8448,1D0,false,0,8,22,99,29,22,22,22,99,99
8449,10A,false,0,8,0,0,0,0,0,0,70,C3
8449,1D1,false,0,8,22,99,29,22,22,22,99,99
8450,10B,false,0,8,0,0,0,0,0,0,70,A6
8450,1D2,false,0,8,22,99,29,22,22,22,99,99
8451,1D3,false,0,8,22,99,29,22,22,22,99,99
8452,1D4,false,0,8,22,99,29,22,22,22,99,99
8453,1D5,false,0,8,22,99,29,22,22,22,99,99
8454,1D6,false,0,8,22,99,29,22,22,22,99,99
8455,220,false,0,8,0,0,0,0,0,0,0,0
8455,1D7,false,0,8,22,99,29,22,22,22,99,99
8456,221,false,0,8,0,0,0,0,0,0,0,0
8456,1D8,false,0,8,22,99,29,22,22,22,99,99
8457,222,false,0,8,0,0,0,0,0,0,0,0
8457,1D9,false,0,8,22,99,29,22,22,22,99,99
8458,223,false,0,8,0,0,0,0,0,0,0,0
8458,1DA,false,0,8,22,99,29,22,22,22,99,99
8459,224,false,0,8,0,0,0,0,0,0,0,0
8459,1DB,false,0,8,22,99,29,22,22,22,99,99
8460,225,false,0,8,0,0,0,0,0,0,0,0
8461,226,false,0,8,0,0,0,0,0,0,0,0
8462,227,false,0,8,0,0,0,0,0,0,0,0
8463,228,false,0,8,0,0,0,0,0,0,0,0
8464,229,false,0,8,0,0,0,0,0,0,0,0
8465,22A,false,0,8,0,0,0,0,0,0,0,0
8466,22B,false,0,8,0,0,0,0,0,0,0,0
8472,1C0,false,0,8,22,11,92,22,22,22,42,22
8473,1C1,false,0,8,22,11,92,22,22,22,42,22
8474,1C2,false,0,8,22,11,92,22,22,22,42,22
8475,1C3,false,0,8,22,11,92,22,22,22,42,22
8476,1C4,false,0,8,22,11,92,22,22,22,42,22
8477,1C5,false,0,8,22,11,92,22,22,22,42,22
8478,1C6,false,0,8,22,11,92,22,22,22,42,22
8479,1C7,false,0,8,22,11,92,22,22,22,42,22
8480,1C8,false,0,8,22,11,92,22,22,22,42,22
8481,1C9,false,0,8,22,11,92,22,22,22,42,22
8482,1CA,false,0,8,22,11,92,22,22,22,42,22
8483,1CB,false,0,8,22,11,92,22,22,22,42,22
8484,A0,false,0,8,37,4,0,0,0,0,FF,FF
8485,194,false,0,8,38,38,34,33,33,38,37,30
8485,1A4,false,0,8,31,0,5,5,7A,0,45,90
8486,200,false,0,8,0,0,40,51,3C,0,C,0
8487,201,false,0,8,0,0,40,3D,36,0,0,0
8488,202,false,0,8,0,0,40,3E,37,0,0,0
8489,100,false,0,8,0,0,0,0,0,0,80,79
8490,203,false,0,8,0,0,40,38,36,0,0,0
8490,101,false,0,8,0,0,0,0,0,0,80,1C
8491,204,false,0,8,0,0,40,35,36,0,0,0
8491,102,false,0,8,0,0,0,0,0,0,80,B3
8492,205,false,0,8,0,0,40,40,36,0,0,0
8492,103,false,0,8,0,0,0,0,0,0,80,D6
8493,206,false,0,8,0,0,40,3F,36,0,0,0
8494,104,false,0,8,0,0,0,0,0,0,80,F0
8494,207,false,0,8,0,0,40,35,37,0,0,0
8494,105,false,0,8,0,0,0,0,0,0,80,95
8495,208,false,0,8,0,0,40,34,36,0,0,0
8495,106,false,0,8,0,0,0,0,0,0,80,3A
8496,209,false,0,8,0,0,40,3F,37,0,0,0
8496,107,false,0,8,0,0,0,0,0,0,80,5F
8497,20A,false,0,8,0,0,40,40,36,0,0,0
8497,108,false,0,8,0,0,0,0,0,0,80,76
8498,20B,false,0,8,0,0,40,3B,37,0,0,0
8498,109,false,0,8,0,0,0,0,0,0,80,13
8499,10A,false,0,8,0,0,0,0,0,0,80,BC
8501,10B,false,0,8,0,0,0,0,0,0,80,D9
8504,220,false,0,8,0,0,0,0,0,0,0,0
8505,221,false,0,8,0,0,0,0,0,0,0,0
8506,222,false,0,8,0,0,0,0,0,0,0,0
8507,223,false,0,8,0,0,0,0,0,0,0,0
8508,224,false,0,8,0,0,0,0,0,0,0,0
8509,225,false,0,8,0,0,0,0,0,0,0,0
8510,226,false,0,8,0,0,0,0,0,0,0,0
8511,227,false,0,8,0,0,0,0,0,0,0,0
8512,228,false,0,8,0,0,0,0,0,0,0,0
8513,80,false,0,8,C7,10,0,0,60,1,D0,F1
8513,83,false,0,8,C7,10,0,0,60,1,D0,5E
8513,89,false,0,8,C7,10,0,0,60,1,D0,9B
8513,86,false,0,8,C7,10,0,0,60,1,D0,B2
8514,8A,false,0,8,C7,10,0,0,60,1,D0,34
8514,87,false,0,8,C7,10,0,0,60,1,D0,D7
8514,8B,false,0,8,C7,10,0,0,60,1,D0,51
8514,88,false,0,8,C7,10,0,0,60,1,D0,FE
8515,84,false,0,8,C7,10,0,0,60,1,D0,78
8515,81,false,0,8,C7,10,0,0,60,1,D0,94
8515,85,false,0,8,C7,10,0,0,60,1,D0,1D
8515,82,false,0,8,C7,10,0,0,60,1,D0,3B
8516,110,false,0,8,11,0,33,0,0,0,0,0
8516,120,false,0,8,C5,E,C5,E,C5,E,B0,97
8516,130,false,0,8,C5,E,C3,E,C4,E,B0,67
8516,140,false,0,8,C4,E,C4,E,0,40,B0,C8
8517,150,false,0,8,0,40,0,40,0,40,B0,7B
8517,111,false,0,8,11,0,33,0,0,0,0,0
8517,160,false,0,8,0,40,0,40,0,40,B0,59
8517,170,false,0,8,0,40,0,0,0,0,B0,39
8517,180,false,0,8,34,35,34,5F,0,40,A0,67
8518,112,false,0,8,11,0,33,0,0,0,0,0
8518,1E0,false,0,8,14,3B,0,0,0,0,B0,AB
8518,229,false,0,8,0,0,0,0,0,0,0,0
8518,113,false,0,8,11,0,33,0,0,0,0,0
8519,121,false,0,8,C1,E,C0,E,C0,E,B0,CD
8519,131,false,0,8,BF,E,BF,E,C1,E,B0,99
8519,141,false,0,8,C0,E,C0,E,0,40,B0,71
8519,151,false,0,8,0,40,0,40,0,40,B0,1E
8520,114,false,0,8,11,0,33,0,0,0,0,0
8520,161,false,0,8,0,40,0,40,0,40,B0,3C
8520,171,false,0,8,0,40,0,0,0,0,B0,5C
8520,181,false,0,8,34,34,34,5F,0,40,A0,44
8521,115,false,0,8,11,0,33,0,0,0,0,0
8521,1E1,false,0,8,F,3B,0,0,0,0,B0,42
8521,22A,false,0,8,0,0,0,0,0,0,0,0
8521,116,false,0,8,11,0,33,0,0,0,0,0
8522,122,false,0,8,C2,E,C1,E,C1,E,B0,60
8522,132,false,0,8,C1,E,C2,E,C1,E,B0,27
8522,142,false,0,8,C1,E,C1,E,0,40,B0,E9
8522,152,false,0,8,0,40,0,40,0,40,B0,B1
8523,162,false,0,8,0,40,0,40,0,40,B0,93
8523,117,false,0,8,11,0,33,0,0,0,0,0
8523,172,false,0,8,0,40,0,0,0,0,B0,F3
8523,182,false,0,8,34,34,34,5F,0,40,A0,EB
8523,1E2,false,0,8,1E,3B,0,0,0,0,B0,9
8524,118,false,0,8,11,0,33,0,0,0,0,0
8524,22B,false,0,8,0,0,0,0,0,0,0,0
8524,119,false,0,8,11,0,33,0,0,0,0,0
8525,123,false,0,8,BF,E,C0,E,BF,E,B0,C0
8525,133,false,0,8,BF,E,C0,E,BE,E,B0,51
8525,143,false,0,8,C0,E,C1,E,0,40,B0,D1
8525,153,false,0,8,0,40,0,40,0,40,B0,D4
8526,163,false,0,8,0,40,0,40,0,40,B0,F6
8526,11A,false,0,8,11,0,33,0,0,0,0,0
8526,173,false,0,8,0,40,0,0,0,0,B0,96
8526,183,false,0,8,33,33,33,5F,0,40,A0,C4
8527,1E3,false,0,8,F,3B,0,0,0,0,B0,88
8527,11B,false,0,8,11,0,33,0,0,0,0,0
8527,124,false,0,8,C1,E,C1,E,C1,E,B0,C4
8528,134,false,0,8,C1,E,C2,E,C1,E,B0,64
8528,144,false,0,8,C2,E,C1,E,0,40,B0,4D
8528,154,false,0,8,0,40,0,40,0,40,B0,F2
8528,164,false,0,8,0,40,0,40,0,40,B0,D0
8529,174,false,0,8,0,40,0,0,0,0,B0,B0
8529,184,false,0,8,33,33,33,5F,0,40,A0,E2
8529,1E4,false,0,8,11,3B,0,0,0,0,B0,16
8529,125,false,0,8,C1,E,C1,E,C2,E,B0,2D
8530,135,false,0,8,C0,E,C2,E,C2,E,B0,D0
8530,145,false,0,8,C1,E,C0,E,0,40,B0,A5
8530,155,false,0,8,0,40,0,40,0,40,B0,97
8530,165,false,0,8,0,40,0,40,0,40,B0,B5
8531,175,false,0,8,0,40,0,0,0,0,B0,D5
8531,185,false,0,8,34,34,34,5F,0,40,A0,CD
8531,1E5,false,0,8,13,3B,0,0,0,0,B0,C9
8532,126,false,0,8,C3,E,C2,E,C2,E,B0,86
